product_id,category,brand,option,r,g,b,L,a,b,hex,case_type,timestamp
TEMP773844,liptint,하트퍼센트,일반립펜슬18피그로즈,179,94,91,14.9742,34.0219,17.3667,#B35E5B,A_normal,2025-11-25 11:49:52
TEMP541698,liptint,하트퍼센트,일반립펜슬19더스티핑크,192,119,125,17.3778,29.3251,8.8587,#C0777D,A_normal,2025-11-25 11:49:52
TEMP321687,liptint,하트퍼센트,일반립펜슬21로지립스,232,168,180,22.5341,25.2333,3.208,#E8A8B4,A_normal,2025-11-25 11:49:52
TEMP765186,liptint,하트퍼센트,일반립펜슬22살몬피치,228,158,136,21.4111,23.4121,22.0034,#E49E88,A_normal,2025-11-25 11:49:52
TEMP271087,liptint,하트퍼센트,일반립펜슬단품02크리미핑크,210,130,143,18.9165,32.4346,6.1492,#D2828F,A_normal,2025-11-25 11:49:52
TEMP740312,liptint,하트퍼센트,일반립펜슬단품20살몬베이지,202,145,122,19.5398,18.6204,20.7558,#CA917A,A_normal,2025-11-25 11:49:52
TEMP172263,liptint,힌스,01데자뷰,136,46,51,9.8291,38.7406,17.8825,#882E33,A_normal,2025-11-25 11:49:52
TEMP346015,liptint,힌스,02뉴실루엣,187,106,89,16.079,30.524,23.6505,#BB6A59,A_normal,2025-11-25 11:49:52
TEMP757471,liptint,힌스,03페이드아웃,166,90,92,14.1684,31.2399,12.7912,#A65A5C,A_normal,2025-11-25 11:49:52
TEMP098317,liptint,힌스,04모멘터리,196,114,101,17.0384,30.8951,21.2165,#C47265,A_normal,2025-11-25 11:49:52
TEMP363969,liptint,힌스,05언리파인드,119,42,53,8.6985,34.6177,11.0053,#772A35,A_normal,2025-11-25 11:49:52
TEMP213275,liptint,힌스,베어에센셜,178,98,92,15.1975,31.5832,17.761,#B2625C,A_normal,2025-11-25 11:49:52
TEMP219214,liptint,힌스,시그니처미,164,53,52,11.7155,45.5457,26.2578,#A43534,A_normal,2025-11-25 11:49:52
TEMP438478,liptint,힌스,어드레스,130,71,51,11.0747,23.1473,22.9767,#824733,A_normal,2025-11-25 11:49:52
TEMP661368,liptint,힌스,얼루어,202,120,143,17.9599,34.8609,1.4168,#CA788F,A_normal,2025-11-25 11:49:52
TEMP745756,liptint,힌스,인디케이트,162,89,93,13.9409,30.3401,11.049,#A2595D,A_normal,2025-11-25 11:49:52
TEMP444017,liptint,3CE,OY단독더스키핑크쿨베스트,203,102,116,16.6639,41.3694,10.9432,#CB6674,A_normal,2025-11-25 11:49:52
TEMP722923,liptint,3CE,OY단독미드나잇콜가을웜추천,142,62,52,11.0485,33.1605,22.6588,#8E3E34,A_normal,2025-11-25 11:49:52
TEMP654499,liptint,3CE,OY단독사일런트쿨베스트,162,18,67,10.5139,56.8021,11.4659,#A21243,A_normal,2025-11-25 11:49:52
TEMP088054,liptint,3CE,OY단독소프트스포큰웜추천,192,102,103,16.1094,35.9499,15.76,#C06667,A_normal,2025-11-25 11:49:52
TEMP556160,liptint,3CE,나이트토크쿨추천,186,97,102,15.5343,36.2154,13.571,#BA6166,A_normal,2025-11-25 11:49:52
TEMP346312,liptint,3CE,다키스트아워가을웜추천,139,54,60,10.474,36.7215,15.0679,#8B363C,A_normal,2025-11-25 11:49:52
TEMP463635,liptint,3CE,다포딜웜베스트,166,50,60,11.7298,47.9424,21.4676,#A6323C,A_normal,2025-11-25 11:49:52
TEMP043363,liptint,3CE,더블윈드쿨추천,168,52,61,11.9347,47.8583,21.7964,#A8343D,A_normal,2025-11-25 11:49:52
TEMP703772,liptint,3CE,디어마치뉴트럴추천,190,105,96,16.1754,32.8967,20.1004,#BE6960,A_normal,2025-11-25 11:49:52
TEMP375907,liptint,3CE,레이다운웜베스트,189,87,72,14.8874,39.895,28.4207,#BD5748,A_normal,2025-11-25 11:49:52
TEMP578688,liptint,3CE,모어피치웜추천,227,122,76,18.6955,36.9461,42.8176,#E37A4C,A_normal,2025-11-25 11:49:52
TEMP041699,liptint,3CE,베스트에버여름쿨추천,225,3,67,14.2806,74.0529,30.3085,#E10343,A_normal,2025-11-25 11:49:52
TEMP854474,liptint,3CE,베이크베이지웜추천,193,92,68,15.3498,38.6262,32.7423,#C15C44,A_normal,2025-11-25 11:49:52
TEMP345411,liptint,3CE,세피아웜추천,181,55,53,12.7455,50.5018,30.5211,#B53735,A_normal,2025-11-25 11:49:52
TEMP655135,liptint,3CE,셀프메이드뉴트럴추천,160,92,88,14.0269,27.3232,14.4122,#A05C58,A_normal,2025-11-25 11:49:52
TEMP154964,liptint,3CE,스파이스드라떼가을웜추천,163,80,81,13.3213,34.3263,15.493,#A35051,A_normal,2025-11-25 11:49:52
TEMP577449,liptint,3CE,스팟플레이어쿨추천,222,43,62,14.7059,67.0737,34.8393,#DE2B3E,A_normal,2025-11-25 11:49:52
TEMP636813,liptint,3CE,스피크업뉴트럴추천,160,42,62,11.0675,49.2192,17.1131,#A02A3E,A_normal,2025-11-25 11:49:52
TEMP090761,liptint,3CE,얼리아워쿨추천,189,82,77,14.6252,42.7293,24.3837,#BD524D,A_normal,2025-11-25 11:49:52
TEMP748458,liptint,3CE,웜스웜추천,211,119,101,17.9627,34.0815,25.6684,#D37765,A_normal,2025-11-25 11:49:52
TEMP651587,liptint,3CE,인더나우쿨추천,211,102,94,16.8753,42.2447,24.8931,#D3665E,A_normal,2025-11-25 11:49:52
TEMP004223,liptint,3CE,차일드라이크봄웜추천,235,60,40,15.9021,65.2008,51.6111,#EB3C28,A_normal,2025-11-25 11:49:52
TEMP116616,liptint,3CE,체이싱로즈웜추천,209,96,91,16.4224,44.2444,24.5891,#D1605B,A_normal,2025-11-25 11:49:52
TEMP522573,liptint,3CE,캐시미어누드쿨베스트,190,98,118,15.8826,38.9551,5.8124,#BE6276,A_normal,2025-11-25 11:49:52
TEMP645392,liptint,3CE,캐주얼어페어웜추천,192,62,68,13.72,52.1456,25.9891,#C03E44,A_normal,2025-11-25 11:49:52
TEMP555278,liptint,3CE,코랄문봄웜추천,217,75,66,15.6126,54.9773,35.8538,#D94B42,A_normal,2025-11-25 11:49:52
TEMP535417,liptint,3CE,탱이피버틴티드썸머에디션,245,101,66,18.2659,53.3124,47.108,#F56542,A_normal,2025-11-25 11:49:52
TEMP119451,liptint,3CE,토프가을웜추천,139,68,62,11.3379,29.5565,17.6434,#8B443E,A_normal,2025-11-25 11:49:52
TEMP055685,liptint,3CE,퍼스트레터뉴트럴추천,212,89,74,16.093,47.5133,33.0482,#D4594A,A_normal,2025-11-25 11:49:52
TEMP863228,liptint,3CE,플레이오프뉴트럴추천,217,27,28,13.9433,68.1574,50.3081,#D91B1C,A_normal,2025-11-25 11:49:52
TEMP528333,liptint,3CE,피그타치오봄웜추천,203,111,107,17.1606,35.7846,18.4731,#CB6F6B,A_normal,2025-11-25 11:49:52
TEMP789588,liptint,3CE,핑크구아바쿨베스트,215,70,76,15.3295,56.8777,28.8526,#D7464C,A_normal,2025-11-25 11:49:52
TEMP362713,liptint,3CE,히티드봄웜추천,178,86,92,14.4385,37.9417,14.3065,#B2565C,A_normal,2025-11-25 11:49:52
TEMP241584,liptint,네이밍,NEW베어BEAR,178,96,101,15.126,33.6083,12.1014,#B26065,A_normal,2025-11-25 11:49:52
TEMP839639,liptint,네이밍,NEW솔SOL,153,67,65,11.9597,35.8474,18.9325,#994341,A_normal,2025-11-25 11:49:52
TEMP889416,liptint,네이밍,NEW테디TEDDY,186,106,111,16.1754,32.4046,11.2473,#BA6A6F,A_normal,2025-11-25 11:49:52
TEMP502416,liptint,네이밍,NEW테이스티TASTY,177,70,78,13.3896,44.2408,18.0034,#B1464E,A_normal,2025-11-25 11:49:52
TEMP512008,liptint,네이밍,누디NUDI,227,189,155,23.7288,8.7531,22.2915,#E3BD9B,A_normal,2025-11-25 11:49:52
TEMP999674,liptint,네이밍,던더DONDER,222,129,156,19.4012,39.0007,1.2803,#DE819C,A_normal,2025-11-25 11:49:52
TEMP727705,liptint,네이밍,데니아DENIA,227,170,159,22.369,19.3959,13.8396,#E3AA9F,A_normal,2025-11-25 11:49:52
TEMP269297,liptint,네이밍,드모르DMORE,164,83,86,13.5882,33.6125,13.6987,#A45356,A_normal,2025-11-25 11:49:52
TEMP499767,liptint,네이밍,록스ROX,125,42,46,8.9841,36.2458,17.0614,#7D2A2E,A_normal,2025-11-25 11:49:52
TEMP806026,liptint,네이밍,번트BURNT,132,70,61,11.1477,25.4669,17.2305,#84463D,A_normal,2025-11-25 11:49:52
TEMP350400,liptint,네이밍,베이BEI,208,159,156,20.9702,17.7294,8.612,#D09F9C,A_normal,2025-11-25 11:49:52
TEMP951350,liptint,네이밍,블러쉬BLUSH,217,160,166,21.3948,22.0011,5.2272,#D9A0A6,A_normal,2025-11-25 11:49:52
TEMP710684,liptint,네이밍,세피아SEPIA,124,77,79,11.4375,20.1398,7.1639,#7C4D4F,A_normal,2025-11-25 11:49:52
TEMP168774,liptint,네이밍,슬레이트SLATE,127,29,66,8.6593,44.0367,2.3884,#7F1D42,A_normal,2025-11-25 11:49:52
TEMP601696,liptint,네이밍,시엔나SIENNA,181,116,122,16.7424,26.372,7.4011,#B5747A,A_normal,2025-11-25 11:49:52
TEMP518384,liptint,네이밍,에트나ETNA,205,63,74,14.4903,56.296,26.1313,#CD3F4A,A_normal,2025-11-25 11:49:52
TEMP766656,liptint,네이밍,오브디OVEDI,185,88,91,14.8677,39.4233,17.0312,#B9585B,A_normal,2025-11-25 11:49:52
TEMP390931,liptint,네이밍,오일러OILER,127,44,41,9.174,35.6921,21.1543,#7F2C29,A_normal,2025-11-25 11:49:52
TEMP341115,liptint,네이밍,오피아OPIA,200,51,82,13.7964,59.5694,18.0805,#C83352,A_normal,2025-11-25 11:49:52
TEMP586002,liptint,네이밍,워니WANNY,227,118,104,18.5715,40.9416,27.0514,#E37668,A_normal,2025-11-25 11:49:52
TEMP908106,liptint,네이밍,이테일EYTAIL,192,103,124,16.3236,37.7913,4.4184,#C0677C,A_normal,2025-11-25 11:49:52
TEMP328307,liptint,네이밍,인센디오INCENDIO,207,100,116,16.7189,43.809,11.2842,#CF6474,A_normal,2025-11-25 11:49:52
TEMP285027,liptint,네이밍,카프CAPH,195,69,72,14.2212,50.4713,25.8226,#C34548,A_normal,2025-11-25 11:49:52
TEMP525033,liptint,네이밍,튜린TURIN,160,38,76,11.0139,51.6904,7.899,#A0264C,A_normal,2025-11-25 11:49:52
TEMP506695,liptint,네이밍,페러데이FERADAY,194,96,88,15.7336,38.4375,22.8979,#C26058,A_normal,2025-11-25 11:49:52
TEMP484826,liptint,네이밍,페르소나PERSONA,201,65,82,14.4063,54.7601,20.8215,#C94152,A_normal,2025-11-25 11:49:52
TEMP614781,liptint,네이밍,프리실라PRICILLA,193,48,78,13.272,58.2363,17.9756,#C1304E,A_normal,2025-11-25 11:49:52
TEMP194258,liptint,네이밍,핀PIN,156,34,43,10.4338,49.6321,26.2909,#9C222B,A_normal,2025-11-25 11:49:52
TEMP275924,liptint,네이밍,하운드HOUND,132,66,81,11.0214,29.9628,4.0842,#844251,A_normal,2025-11-25 11:49:52
TEMP660804,liptint,네이밍,헤이HEI,222,103,108,17.501,46.9006,19.8874,#DE676C,A_normal,2025-11-25 11:49:52
TEMP865842,liptint,네이밍,히어리HEARLY,183,97,117,15.5183,36.8144,4.534,#B76175,A_normal,2025-11-25 11:49:52
TEMP356653,liptint,라카,NEW131크림차,212,120,100,18.0621,33.8549,26.6911,#D47864,A_normal,2025-11-25 11:49:52
TEMP905431,liptint,라카,NEW133썸머,188,104,129,16.265,36.4545,1.1254,#BC6881,A_normal,2025-11-25 11:49:52
TEMP914137,liptint,라카,NEW135히피,210,89,114,16.2288,49.9572,10.2295,#D25972,A_normal,2025-11-25 11:49:52
TEMP759469,liptint,라카,NEW136우롱,197,116,116,17.3037,31.786,13.8067,#C57474,A_normal,2025-11-25 11:49:52
TEMP384458,liptint,라카,NEW137브리즈,185,100,126,15.8642,37.1,0.901,#B9647E,A_normal,2025-11-25 11:49:52
TEMP246100,liptint,라카,NEW138파르페,192,92,75,15.3358,38.7149,28.6647,#C05C4B,A_normal,2025-11-25 11:49:52
TEMP063666,liptint,라카,NEW140스쿱,151,76,65,12.4274,30.2849,20.9117,#974C41,A_normal,2025-11-25 11:49:52
TEMP799657,liptint,라카,NEW141콩포트,148,90,89,13.4111,23.7266,10.7191,#945A59,A_normal,2025-11-25 11:49:52
TEMP004752,liptint,라카,NEW142토피,150,93,83,13.665,22.1168,15.5444,#965D53,A_normal,2025-11-25 11:49:52
TEMP396911,liptint,라카,NEW143브륄레,151,86,86,13.2303,26.8509,11.7618,#975656,A_normal,2025-11-25 11:49:52
TEMP720865,liptint,라카,NEW144피스타치오,134,90,75,12.779,16.17,16.0053,#865A4B,A_normal,2025-11-25 11:49:52
TEMP350021,liptint,라카,NEW145구아바,166,82,90,13.6416,35.3247,11.562,#A6525A,A_normal,2025-11-25 11:49:52
TEMP454885,liptint,라카,NEW147커런트,165,67,98,12.7825,43.4268,2.5607,#A54362,A_normal,2025-11-25 11:49:52
TEMP542196,liptint,라카,NEW149빈즈,133,59,62,10.4791,32.0495,13.6461,#853B3E,A_normal,2025-11-25 11:49:52
TEMP616278,liptint,라카,NEW150페퍼,156,60,55,11.6579,39.7118,23.8766,#9C3C37,A_normal,2025-11-25 11:49:52
TEMP150854,liptint,라카,NEW웜톤추천132롤리,215,113,113,17.8175,39.8298,18.2755,#D77171,A_normal,2025-11-25 11:49:52
TEMP761401,liptint,라카,NEW웜톤추천146카야딜,150,76,85,12.5116,31.8888,9.0071,#964C55,A_normal,2025-11-25 11:49:52
TEMP743601,liptint,라카,NEW쿨톤추천134피치스,206,102,126,16.8665,43.5386,6.0998,#CE667E,A_normal,2025-11-25 11:49:52
TEMP666927,liptint,라카,NEW쿨톤추천139치팅,207,92,121,16.3043,48.242,6.3802,#CF5C79,A_normal,2025-11-25 11:49:52
TEMP519875,liptint,라카,NEW쿨톤추천148아사이,134,61,79,10.7789,33.1992,4.2356,#863D4F,A_normal,2025-11-25 11:49:52
TEMP577946,liptint,라카,웜톤베스트101조이풀,221,83,94,16.3256,54.6321,22.7653,#DD535E,A_normal,2025-11-25 11:49:52
TEMP039970,liptint,라카,웜톤베스트120카페인로즈,95,11,15,5.6497,36.2765,22.2416,#5F0B0F,A_normal,2025-11-25 11:49:52
TEMP305653,liptint,라카,쿨톤베스트115엔비,112,11,33,6.8945,42.3243,16.277,#700B21,A_normal,2025-11-25 11:49:52
TEMP220074,liptint,라카,쿨톤베스트116캔디드,180,8,32,11.3443,61.2754,37.6267,#B40820,A_normal,2025-11-25 11:49:52
TEMP820584,liptint,라카,쿨톤베스트123언스윗베리,70,26,42,4.9634,23.0537,-0.2871,#461A2A,A_normal,2025-11-25 11:49:52
TEMP668721,liptint,라카,102듀이,162,70,94,12.7708,40.471,4.9205,#A2465E,A_normal,2025-11-25 11:49:52
TEMP327641,liptint,라카,103허밍,200,90,98,15.7116,44.5183,17.079,#C85A62,A_normal,2025-11-25 11:49:52
TEMP534488,liptint,라카,104체리,160,23,32,10.3145,53.4345,32.7719,#A01720,A_normal,2025-11-25 11:49:52
TEMP242759,liptint,라카,105콜드,225,72,128,16.2732,63.1831,2.4501,#E14880,A_normal,2025-11-25 11:49:52
TEMP599848,liptint,라카,106쥬이시,210,54,100,14.5773,62.7778,10.9133,#D23664,A_normal,2025-11-25 11:49:52
TEMP616385,liptint,라카,107슈가,191,92,73,15.2813,38.191,29.5523,#BF5C49,A_normal,2025-11-25 11:49:52
TEMP822136,liptint,라카,108솔티,157,66,56,12.0502,37.206,24.9396,#9D4238,A_normal,2025-11-25 11:49:52
TEMP186766,liptint,라카,109프레쉬,226,78,96,16.3556,58.4808,21.8716,#E24E60,A_normal,2025-11-25 11:49:52
TEMP907050,liptint,라카,110소다,230,94,160,17.7947,59.1472,-8.7835,#E65EA0,A_normal,2025-11-25 11:49:52
TEMP451623,liptint,라카,111멜로우,197,88,109,15.5366,45.4856,9.6616,#C5586D,A_normal,2025-11-25 11:49:52
TEMP133511,liptint,라카,112핑퐁,231,87,142,17.3434,60.3986,-0.5018,#E7578E,A_normal,2025-11-25 11:49:52
TEMP062750,liptint,라카,113플레저,201,77,111,15.1627,52.1396,6.7834,#C94D6F,A_normal,2025-11-25 11:49:52
TEMP629560,liptint,라카,114하모니,184,63,54,13.2762,48.2651,32.1497,#B83F36,A_normal,2025-11-25 11:49:52
TEMP217696,liptint,라카,117제타,161,61,49,11.9439,40.7122,28.8479,#A13D31,A_normal,2025-11-25 11:49:52
TEMP634009,liptint,라카,118어도어,220,63,109,15.5101,63.3174,10.0803,#DC3F6D,A_normal,2025-11-25 11:49:52
TEMP862099,liptint,라카,119드리밍,254,90,131,18.5035,65.0848,11.9487,#FE5A83,A_normal,2025-11-25 11:49:52
TEMP775164,liptint,라카,121애쉬넛,111,64,59,9.7857,19.8307,11.8534,#6F403B,A_normal,2025-11-25 11:49:52
TEMP421048,liptint,라카,122로지로즈,179,77,90,13.9465,42.6432,13.2781,#B34D5A,A_normal,2025-11-25 11:49:52
TEMP616282,liptint,라카,124마로,192,107,117,16.5244,34.8318,9.4839,#C06B75,A_normal,2025-11-25 11:49:52
TEMP348617,liptint,라카,125망고,216,110,96,17.5804,40.234,26.9596,#D86E60,A_normal,2025-11-25 11:49:52
TEMP024503,liptint,라카,126루시,238,125,126,19.5731,43.4021,19.3921,#EE7D7E,A_normal,2025-11-25 11:49:52
TEMP647924,liptint,라카,127로제,172,48,74,12.0648,51.6144,14.3719,#AC304A,A_normal,2025-11-25 11:49:52
TEMP839128,liptint,라카,128라이크,160,52,71,11.5583,45.9259,13.6026,#A03447,A_normal,2025-11-25 11:49:52
TEMP203119,liptint,라카,129마로니,154,78,79,12.7769,31.7067,14.0166,#9A4E4F,A_normal,2025-11-25 11:49:52
TEMP294023,liptint,라카,130포그베리,133,41,75,9.5977,42.1193,1.114,#85294B,A_normal,2025-11-25 11:49:52
TEMP269638,liptint,롬앤,01포멜로코,194,96,84,15.7121,38.1099,25.13,#C26054,A_normal,2025-11-25 11:49:52
TEMP300867,liptint,롬앤,02로지엔탈,161,69,68,12.4845,38.1022,19.6332,#A14544,A_normal,2025-11-25 11:49:52
TEMP987963,liptint,롬앤,03머스키,130,53,47,9.8748,32.7653,20.4029,#82352F,A_normal,2025-11-25 11:49:52
TEMP849160,liptint,롬앤,04라드우드,110,56,51,9.1078,23.2665,13.8985,#6E3833,A_normal,2025-11-25 11:49:52
TEMP699771,liptint,롬앤,04피그피그,160,45,62,11.1898,48.0909,17.6519,#A02D3E,A_normal,2025-11-25 11:49:52
TEMP710837,liptint,롬앤,05비비캔디,210,71,107,15.3017,57.1512,10.0576,#D2476B,A_normal,2025-11-25 11:49:52
TEMP267355,liptint,롬앤,05쥬쥬브,205,72,69,14.8661,52.3805,30.6487,#CD4845,A_normal,2025-11-25 11:49:52
TEMP914511,liptint,롬앤,06모비쉬,172,93,103,14.6951,33.1682,8.7686,#AC5D67,A_normal,2025-11-25 11:49:52
TEMP368448,liptint,롬앤,07체리밤,66,0,14,3.1458,31.0074,10.6038,#42000E,A_normal,2025-11-25 11:49:52
TEMP130133,liptint,롬앤,08커런트잼,141,59,67,10.9085,35.5815,12.6391,#8D3B43,A_normal,2025-11-25 11:49:52
TEMP998246,liptint,롬앤,08핑크펌킨,225,68,63,15.7212,60.1573,38.3247,#E1443F,A_normal,2025-11-25 11:49:52
TEMP511882,liptint,롬앤,09멀드피치,206,93,75,16.0355,43.4771,32.0339,#CE5D4B,A_normal,2025-11-25 11:49:52
TEMP954093,liptint,롬앤,09코랄쥬빌레,234,71,77,16.3786,62.5209,33.3424,#EA474D,A_normal,2025-11-25 11:49:52
TEMP980654,liptint,롬앤,10베어애프리콧,254,99,96,18.713,58.8156,32.9565,#FE6360,A_normal,2025-11-25 11:49:52
TEMP324584,liptint,롬앤,10퍼지레드,227,63,72,15.6722,62.9721,33.0753,#E33F48,A_normal,2025-11-25 11:49:52
TEMP134619,liptint,롬앤,11파파야잼,238,97,78,17.7703,53.2389,38.535,#EE614E,A_normal,2025-11-25 11:49:52
TEMP513059,liptint,롬앤,11푸시아바이브,224,57,79,15.3258,64.4383,27.4028,#E0394F,A_normal,2025-11-25 11:49:52
TEMP175891,liptint,롬앤,12애플브라운,231,97,59,17.3709,49.8681,46.8224,#E7613B,A_normal,2025-11-25 11:49:52
TEMP737584,liptint,롬앤,12웜밍업,218,126,105,18.7144,33.4603,26.8882,#DA7E69,A_normal,2025-11-25 11:49:52
TEMP711007,liptint,롬앤,13잇도토리,150,41,18,10.2668,44.2797,39.4176,#962912,A_normal,2025-11-25 11:49:52
TEMP002701,liptint,롬앤,13쿨링업,229,118,132,18.8242,44.2844,12.3316,#E57684,A_normal,2025-11-25 11:49:52
TEMP565747,liptint,롬앤,14아몬드로즈,169,68,59,12.778,40.9226,26.593,#A9443B,A_normal,2025-11-25 11:49:52
TEMP280231,liptint,롬앤,14언로즈,244,96,106,18.1401,57.4717,24.4869,#F4606A,A_normal,2025-11-25 11:49:52
TEMP631931,liptint,롬앤,15베리피즈,244,102,129,18.5804,56.7095,13.2343,#F46681,A_normal,2025-11-25 11:49:52
TEMP990144,liptint,롬앤,15베어피그,176,66,89,13.2053,46.6963,10.3829,#B04259,A_normal,2025-11-25 11:49:52
TEMP388254,liptint,롬앤,16플럼콕,118,9,15,7.1829,43.7684,29.3126,#76090F,A_normal,2025-11-25 11:49:52
TEMP271403,liptint,롬앤,17다크코코넛,131,44,31,9.3532,36.632,28.2118,#832C1F,A_normal,2025-11-25 11:49:52
TEMP731336,liptint,롬앤,19썸머센트,254,24,35,16.161,78.1816,56.1427,#FE1823,A_normal,2025-11-25 11:49:52
TEMP454108,liptint,롬앤,20쥬쥬피그,193,73,87,14.3998,49.1196,17.531,#C14957,A_normal,2025-11-25 11:49:52
TEMP452702,liptint,롬앤,21그레이프밤,195,33,88,13.007,63.7107,10.5971,#C32158,A_normal,2025-11-25 11:49:52
TEMP350456,liptint,롬앤,22도토리밤,152,24,24,9.8081,50.6159,35.1323,#981818,A_normal,2025-11-25 11:49:52
TEMP782071,liptint,롬앤,24베어쥬시오,250,133,72,20.3113,40.0844,51.7328,#FA8548,A_normal,2025-11-25 11:49:52
TEMP545552,liptint,롬앤,26신비복숭아,252,94,98,18.3893,60.394,30.3882,#FC5E62,A_normal,2025-11-25 11:49:52
TEMP956192,liptint,롬앤,27허니듀멜론,253,168,150,23.0208,29.2355,22.176,#FDA896,A_normal,2025-11-25 11:49:52
TEMP971066,liptint,롬앤,28설화딸기,253,168,183,23.2399,33.2141,5.2576,#FDA8B7,A_normal,2025-11-25 11:49:52
TEMP761844,liptint,롬앤,30보늬밤,207,116,88,17.5425,33.02,31.0442,#CF7458,A_normal,2025-11-25 11:49:52
TEMP624804,liptint,롬앤,31탠드코코,159,107,84,15.0391,17.9774,21.3034,#9F6B54,A_normal,2025-11-25 11:49:52
TEMP585327,liptint,롬앤,32태니구아바,185,105,101,16.0022,31.4545,16.2876,#B96965,A_normal,2025-11-25 11:49:52
TEMP638681,liptint,롬앤,33알로하쥬시,228,95,92,17.2551,51.5302,28.1863,#E45F5C,A_normal,2025-11-25 11:49:52
TEMP213198,liptint,롬앤,올리브영단독01포멜로스킨,214,119,91,18.0339,34.4231,31.6485,#D6775B,A_normal,2025-11-25 11:49:52
TEMP666295,liptint,롬앤,올리브영단독02누카다미아,183,85,70,14.4815,38.4874,27.6862,#B75546,A_normal,2025-11-25 11:49:52
TEMP591391,liptint,롬앤,올리브영단독06필링앵두,83,13,18,4.9082,31.7948,16.9086,#530D12,A_normal,2025-11-25 11:49:52
TEMP431937,liptint,롬앤,올리브영단독23피치피치미,251,181,191,24.1081,26.7716,5.0637,#FBB5BF,A_normal,2025-11-25 11:49:52
TEMP855403,liptint,롬앤,올리브영단독단품29조선무화과,242,123,115,19.5567,44.8694,25.5978,#F27B73,A_normal,2025-11-25 11:49:52
TEMP168637,liptint,롬앤,올리브영단독단품03베어그레이프,197,99,108,16.1697,39.8833,13.2108,#C5636C,A_normal,2025-11-25 11:49:52
TEMP123845,liptint,롬앤,이나피17피치다운,192,109,102,16.5543,32.1227,18.3705,#C06D66,A_normal,2025-11-25 11:49:52
TEMP403720,liptint,롬앤,조앤프렌즈단품02로지엔탈,167,73,73,13.0362,38.7438,19.1883,#A74949,A_normal,2025-11-25 11:49:52
TEMP938019,liptint,롬앤,조앤프렌즈단품07쿨로즈업,161,67,78,12.433,39.9638,13.2378,#A1434E,A_normal,2025-11-25 11:49:52
TEMP634038,liptint,롬앤,조앤프렌즈단품37구아바데이지,188,102,97,15.9045,33.8207,18.2511,#BC6661,A_normal,2025-11-25 11:49:52
TEMP889846,liptint,롬앤,조앤프렌즈단품38클라우디베리,163,163,165,20.1148,0.3808,-1.0314,#A3A3A5,A_normal,2025-11-25 11:49:52
TEMP802306,liptint,롬앤,태닝포차코31탠드코코,159,107,84,15.0391,17.9774,21.3034,#9F6B54,A_normal,2025-11-25 11:49:52
TEMP161618,liptint,롬앤,태닝포차코33알로하쥬시,228,95,92,17.2551,51.5302,28.1863,#E45F5C,A_normal,2025-11-25 11:49:52
TEMP870654,liptint,릴리바이레드,01바닐라빈크림인척,245,148,141,21.3684,35.7063,19.382,#F5948D,A_normal,2025-11-25 11:49:52
TEMP258707,liptint,릴리바이레드,02로즈커스터드인척,233,154,165,21.498,30.969,6.5026,#E99AA5,A_normal,2025-11-25 11:49:52
TEMP848687,liptint,릴리바이레드,03딸기베이비슈인척,234,144,182,21.0148,38.9483,-5.2834,#EA90B6,A_normal,2025-11-25 11:49:52
TEMP390828,liptint,릴리바이레드,04복숭아푸딩인척,252,115,111,19.515,51.9691,27.9198,#FC736F,A_normal,2025-11-25 11:49:52
TEMP059461,liptint,릴리바이레드,05꿀자몽크레페인척,253,134,145,20.8371,46.1411,14.8595,#FD8691,A_normal,2025-11-25 11:49:52
TEMP195587,liptint,릴리바이레드,06생체리토핑인척,244,82,139,17.7303,65.9532,3.3886,#F4528B,A_normal,2025-11-25 11:49:52
TEMP674361,liptint,릴리바이레드,07믹스베리수플레인척,219,85,141,16.6702,57.492,-3.4299,#DB558D,A_normal,2025-11-25 11:49:52
TEMP316886,liptint,릴리바이레드,08카야버터인척,224,133,124,19.5081,33.8908,19.9224,#E0857C,A_normal,2025-11-25 11:49:52
TEMP458368,liptint,릴리바이레드,09무화과토스트인척,192,100,93,15.9222,36.0369,20.7642,#C0645D,A_normal,2025-11-25 11:49:52
TEMP064020,liptint,릴리바이레드,10무화과요거트인척,223,136,149,19.8338,34.7846,7.3396,#DF8895,A_normal,2025-11-25 11:49:52
TEMP768209,liptint,릴리바이레드,11체리사과파르페인척,230,65,76,15.9276,63.3872,31.9147,#E6414C,A_normal,2025-11-25 11:49:52
TEMP299618,liptint,릴리바이레드,12쁘띠사과쉬폰케익인척,201,64,58,14.246,53.76,34.3771,#C9403A,A_normal,2025-11-25 11:49:52
TEMP821497,liptint,릴리바이레드,13슈가레이스인척핑크클로젯,243,172,163,23.0414,24.873,15.0552,#F3ACA3,A_normal,2025-11-25 11:49:52
TEMP501285,liptint,릴리바이레드,14로지셔링인척핑크클로젯,232,150,167,21.2119,32.9925,4.0038,#E896A7,A_normal,2025-11-25 11:49:52
TEMP493854,liptint,삐아,01피치당,227,177,183,23.0393,19.045,3.9447,#E3B1B7,A_normal,2025-11-25 11:49:52
TEMP606480,liptint,삐아,02피그당,223,168,176,22.2243,21.366,3.7891,#DFA8B0,A_normal,2025-11-25 11:49:52
TEMP945131,liptint,삐아,03포도당,208,175,190,22.4074,14.4178,-3.1652,#D0AFBE,A_normal,2025-11-25 11:49:52
