product_id,case_type,category,brand,option,r,g,b,L,a,b,hex,timestamp
A20251125134537154434,A_normal,liptint,입큰,02플레르베리,211,144,142,51,154,140,#D3908E,2025-11-25 13:45:37
A20251125134537960412,A_normal,liptint,입큰,03버니누디,203,140,124,49,151,147,#CB8C7C,2025-11-25 13:45:37
A20251125134537283226,A_normal,liptint,입큰,04핑크바인,185,126,129,45,152,136,#B97E81,2025-11-25 13:45:37
A20251125134537129099,A_normal,liptint,입큰,06워밍코랄,221,160,145,54,150,145,#DDA091,2025-11-25 13:45:37
A20251125134537221069,A_normal,liptint,입큰,07소프트포지,225,161,168,55,153,134,#E1A1A8,2025-11-25 13:45:37
A20251125134537273188,A_normal,liptint,입큰,08베이로즈,214,156,150,53,150,140,#D69C96,2025-11-25 13:45:37
A20251125134537610769,A_normal,liptint,컬러그램,01살구살몬,245,222,216,69,135,134,#F5DED8,2025-11-25 13:45:37
A20251125134537264366,A_normal,liptint,컬러그램,01웜피치,199,147,134,50,147,143,#C79386,2025-11-25 13:45:37
A20251125134537191846,A_normal,liptint,컬러그램,02쿨핑크,197,151,144,51,145,139,#C59790,2025-11-25 13:45:37
A20251125134537751162,A_normal,liptint,컬러그램,03누디피치,217,154,139,53,151,146,#D99A8B,2025-11-25 13:45:37
A20251125134537173021,A_normal,liptint,컬러그램,05쿨로즈,192,148,151,50,145,133,#C09497,2025-11-25 13:45:38
A20251125134538200881,A_normal,liptint,컬러그램,06누디로즈,193,134,138,47,152,135,#C1868A,2025-11-25 13:45:38
A20251125134538177403,A_normal,liptint,클리오,앨리스07뮤즈로즈,192,75,87,37,176,147,#C04B57,2025-11-25 13:45:38
A20251125134538200065,A_normal,liptint,클리오,앨리스08루시드모브,195,81,123,39,177,128,#C3517B,2025-11-25 13:45:38
A20251125134538306983,A_normal,liptint,클리오,앨리스09헤일로핑크,240,99,153,47,187,128,#F06399,2025-11-25 13:45:38
A20251125134538255779,A_normal,liptint,클리오,001핑크포스터,227,135,148,51,165,137,#E38794,2025-11-25 13:45:38
A20251125134538318529,A_normal,liptint,클리오,01꿀복숭아,254,219,219,69,141,133,#FEDBDB,2025-11-25 13:45:38
A20251125134538209705,A_normal,liptint,클리오,002피크닉코랄,238,143,133,53,164,150,#EE8F85,2025-11-25 13:45:38
A20251125134538365622,A_normal,liptint,클리오,003파스텔로즈,207,114,130,45,167,136,#CF7282,2025-11-25 13:45:38
A20251125134538270823,A_normal,liptint,클리오,03꿀앵두,246,47,89,42,202,156,#F62F59,2025-11-25 13:45:38
A20251125134538312585,A_normal,liptint,클리오,004모던아트베이지,221,138,133,50,160,145,#DD8A85,2025-11-25 13:45:38
A20251125134538211063,A_normal,liptint,클리오,04꿀사과,215,64,72,39,188,160,#D74048,2025-11-25 13:45:38
A20251125134538186333,A_normal,liptint,클리오,005갤러리브라운,208,146,141,51,152,141,#D0928D,2025-11-25 13:45:38
A20251125134538119646,A_normal,liptint,클리오,006브리즈애플,234,144,146,53,163,142,#EA9092,2025-11-25 13:45:38
A20251125134538398358,A_normal,liptint,클리오,06꿀무화과,221,103,89,44,174,159,#DD6759,2025-11-25 13:45:38
A20251125134538157829,A_normal,liptint,클리오,007모브쉐이드,194,109,124,43,164,135,#C26D7C,2025-11-25 13:45:38
A20251125134538959748,A_normal,liptint,클리오,008팝아트베리,223,112,128,46,173,140,#DF7080,2025-11-25 13:45:38
A20251125134538277670,A_normal,liptint,클리오,009젠틀크림피치,236,140,149,52,166,140,#EC8C95,2025-11-25 13:45:38
A20251125134538577429,A_normal,liptint,클리오,010메이플브릭,197,123,119,45,157,143,#C57B77,2025-11-25 13:45:38
A20251125134538151334,A_normal,liptint,클리오,011피치바이트,239,187,188,61,147,135,#EFBBBC,2025-11-25 13:45:38
A20251125134538104939,A_normal,liptint,클리오,012프렌치애프리콧,232,170,164,57,151,141,#E8AAA4,2025-11-25 13:45:38
A20251125134538259614,A_normal,liptint,클리오,013굿모닝애플,231,147,164,53,162,133,#E793A4,2025-11-25 13:45:38
A20251125134538165078,A_normal,liptint,클리오,015그레이프토핑,230,173,184,58,151,131,#E6ADB8,2025-11-25 13:45:39
A20251125134539212584,A_normal,liptint,키스미,1호순간,166,95,96,37,158,141,#A65F60,2025-11-25 13:45:39
A20251125134539295813,A_normal,liptint,키스미,2호직감,147,86,93,33,155,135,#93565D,2025-11-25 13:45:39
A20251125134539354828,A_normal,liptint,키스미,3호확신,115,45,51,22,160,141,#732D33,2025-11-25 13:45:39
A20251125134539544167,A_normal,liptint,키스미,4호믿음,121,42,39,22,163,149,#792A27,2025-11-25 13:45:39
A20251125134539644616,A_normal,liptint,키스미,5호몰입,199,110,101,43,163,149,#C76E65,2025-11-25 13:45:39
A20251125134539316798,A_normal,liptint,키스미,6호예감,164,87,68,35,159,154,#A45744,2025-11-25 13:45:39
A20251125134539287622,A_normal,liptint,팁토우,001토슈즈,249,159,160,57,162,142,#F99FA0,2025-11-25 13:45:39
A20251125134539192899,A_normal,liptint,팁토우,002모란,241,128,114,51,171,156,#F18072,2025-11-25 13:45:39
A20251125134539269795,A_normal,liptint,팁토우,003스트로베리,251,110,110,49,183,156,#FB6E6E,2025-11-25 13:45:39
A20251125134539294830,A_normal,liptint,팁토우,004플럼시럽,211,108,118,44,170,142,#D36C76,2025-11-25 13:45:39
A20251125134539768338,A_normal,liptint,팁토우,006로지스텝,242,128,134,51,173,146,#F28086,2025-11-25 13:45:39
A20251125134539625290,A_normal,liptint,팁토우,007플랫헤이즐,247,153,144,55,163,148,#F79990,2025-11-25 13:45:39
A20251125134539252613,A_normal,liptint,팁토우,008피치포인,252,165,166,58,161,142,#FCA5A6,2025-11-25 13:45:39
A20251125134539244969,A_normal,liptint,팁토우,009베리슈즈,240,164,185,57,159,129,#F0A4B9,2025-11-25 13:45:39
A20251125134539149426,A_normal,liptint,팁토우,010모브위스퍼,251,173,183,60,158,135,#FBADB7,2025-11-25 13:45:39
A20251125134539127351,A_normal,liptint,팁토우,011텐더무드,250,175,172,60,156,141,#FAAFAC,2025-11-25 13:45:39
A20251125134539205469,A_normal,liptint,팁토우,NEW012히더잼,229,164,180,56,154,130,#E5A4B4,2025-11-25 13:45:39
A20251125134539325427,A_normal,liptint,팁토우,NEW013보늬밤라떼,235,168,160,57,153,143,#EBA8A0,2025-11-25 13:45:39
A20251125134539224601,A_normal,liptint,팁토우,NEW014로즈우드,212,131,126,48,160,145,#D4837E,2025-11-25 13:45:39
A20251125134539292007,A_normal,liptint,팁토우,NEW015블러디베리,209,108,123,44,170,139,#D16C7B,2025-11-25 13:45:39
A20251125134539156869,A_normal,liptint,하트퍼센트,단품05뉴트럴그레이,140,127,112,41,131,138,#8C7F70,2025-11-25 13:45:39
A20251125134540210775,A_normal,liptint,하트퍼센트,단품06뮤트피치,116,77,69,28,144,140,#744D45,2025-11-25 13:45:40
A20251125134540179713,A_normal,liptint,하트퍼센트,일반립펜슬01피치베이지,219,162,146,54,148,145,#DBA292,2025-11-25 13:45:40
A20251125134540178380,A_normal,liptint,하트퍼센트,일반립펜슬03오트베이지,197,168,151,54,137,141,#C5A897,2025-11-25 13:45:40
A20251125134540234521,A_normal,liptint,하트퍼센트,일반립펜슬04스트로베리밀크,240,179,203,60,153,125,#F0B3CB,2025-11-25 13:45:40
A20251125134540211144,A_normal,liptint,하트퍼센트,일반립펜슬05애프리콧코랄,247,177,169,60,154,143,#F7B1A9,2025-11-25 13:45:40
A20251125134540192636,A_normal,liptint,하트퍼센트,일반립펜슬06로즈베이지,213,160,154,54,148,139,#D5A09A,2025-11-25 13:45:40
A20251125134540666878,A_normal,liptint,하트퍼센트,일반립펜슬07드라이로즈,206,150,144,51,149,140,#CE9690,2025-11-25 13:45:40
A20251125134540102580,A_normal,liptint,하트퍼센트,일반립펜슬08클라우디모브,188,149,157,50,144,130,#BC959D,2025-11-25 13:45:40
A20251125134540139653,A_normal,liptint,하트퍼센트,일반립펜슬09코지브라운,185,153,137,50,138,141,#B99989,2025-11-25 13:45:40
A20251125134540376730,A_normal,liptint,하트퍼센트,일반립펜슬10클린베이지,236,211,189,66,134,142,#ECD3BD,2025-11-25 13:45:40
A20251125134540156210,A_normal,liptint,하트퍼센트,일반립펜슬12카라멜베이지,211,165,146,54,144,145,#D3A592,2025-11-25 13:45:40
A20251125134540155618,A_normal,liptint,하트퍼센트,일반립펜슬13베어립스,205,148,142,51,150,140,#CD948E,2025-11-25 13:45:40
A20251125134540281041,A_normal,liptint,하트퍼센트,일반립펜슬14캄핑크,226,173,185,58,149,130,#E2ADB9,2025-11-25 13:45:40
A20251125134540263665,A_normal,liptint,하트퍼센트,일반립펜슬15모브립스,194,136,139,48,151,136,#C2888B,2025-11-25 13:45:40
A20251125134540190885,A_normal,liptint,하트퍼센트,일반립펜슬16브릭로즈,185,124,120,44,152,140,#B97C78,2025-11-25 13:45:40
A20251125134540167470,A_normal,liptint,하트퍼센트,일반립펜슬17토프베이지,190,168,154,54,135,138,#BEA89A,2025-11-25 13:45:40
A20251125134540184684,A_normal,liptint,하트퍼센트,일반립펜슬18피그로즈,138,83,78,31,151,141,#8A534E,2025-11-25 13:45:41
A20251125134541555972,A_normal,liptint,하트퍼센트,일반립펜슬19더스티핑크,149,102,103,36,148,135,#956667,2025-11-25 13:45:41
A20251125134541229940,A_normal,liptint,하트퍼센트,일반립펜슬21로지립스,239,198,204,63,144,131,#EFC6CC,2025-11-25 13:45:41
A20251125134541256959,A_normal,liptint,하트퍼센트,일반립펜슬22살몬피치,235,190,176,61,143,142,#EBBEB0,2025-11-25 13:45:41
A20251125134541264133,A_normal,liptint,하트퍼센트,일반립펜슬단품02크리미핑크,217,153,163,53,154,133,#D999A3,2025-11-25 13:45:41
A20251125134541202662,A_normal,liptint,하트퍼센트,일반립펜슬단품20살몬베이지,152,117,99,40,140,144,#987563,2025-11-25 13:45:41
A20251125134541544934,A_normal,liptint,하트퍼센트,01누디베이지,159,134,110,44,135,145,#9F866E,2025-11-25 13:45:41
A20251125134541130890,A_normal,liptint,하트퍼센트,02핑크무스,136,90,88,33,147,137,#885A58,2025-11-25 13:45:41
A20251125134541187714,A_normal,liptint,하트퍼센트,03로즈코튼,96,72,70,25,138,133,#604846,2025-11-25 13:45:41
A20251125134541269575,A_normal,liptint,하트퍼센트,04코지핑크,165,114,117,40,149,135,#A57275,2025-11-25 13:45:41
A20251125134541323488,A_normal,liptint,힌스,01데자뷰,138,49,54,26,167,146,#8A3136,2025-11-25 13:45:41
A20251125134541128069,A_normal,liptint,힌스,02뉴실루엣,189,108,91,42,160,152,#BD6C5B,2025-11-25 13:45:41
A20251125134541162253,A_normal,liptint,힌스,03페이드아웃,170,95,96,37,159,142,#AA5F60,2025-11-25 13:45:41
A20251125134541495774,A_normal,liptint,힌스,04모멘터리,198,116,103,44,160,150,#C67467,2025-11-25 13:45:41
A20251125134541300218,A_normal,liptint,힌스,05언리파인드,121,44,55,23,163,140,#792C37,2025-11-25 13:45:41
A20251125134541235425,A_normal,liptint,힌스,베어에센셜,176,96,89,38,161,147,#B06059,2025-11-25 13:45:41
A20251125134541219503,A_normal,liptint,힌스,시그니처미,165,53,52,30,175,156,#A53534,2025-11-25 13:45:41
A20251125134541233225,A_normal,liptint,힌스,어드레스,133,74,54,29,152,151,#854A36,2025-11-25 13:45:41
A20251125134541180028,A_normal,liptint,힌스,얼루어,201,120,142,45,162,130,#C9788E,2025-11-25 13:45:41
A20251125134541176712,A_normal,liptint,힌스,인디케이트,161,86,90,35,160,140,#A1565A,2025-11-25 13:45:41
A20251125134541209782,A_normal,liptint,네이밍,누디NUDI,222,182,147,58,139,152,#DEB693,2025-11-25 13:45:42
A20251125134542172615,A_normal,liptint,네이밍,데니아DENIA,219,160,149,54,149,143,#DBA095,2025-11-25 13:45:42
A20251125134542329338,A_normal,liptint,네이밍,번트BURNT,123,69,61,27,151,143,#7B453D,2025-11-25 13:45:42
A20251125134542196380,A_normal,liptint,네이밍,베이BEI,199,153,150,51,145,137,#C79996,2025-11-25 13:45:42
A20251125134542181459,A_normal,liptint,네이밍,블러쉬BLUSH,215,159,164,54,150,134,#D79FA4,2025-11-25 13:45:42
A20251125134542243228,A_normal,liptint,네이밍,세피아SEPIA,116,71,73,27,148,135,#744749,2025-11-25 13:45:42
A20251125134542136827,A_normal,liptint,네이밍,시엔나SIENNA,168,107,112,39,154,136,#A86B70,2025-11-25 13:45:42
A20251125134542112988,A_normal,liptint,네이밍,오브디OVEDI,161,95,89,36,155,144,#A15F59,2025-11-25 13:45:42
A20251125134542212707,A_normal,liptint,노노어,001텐더핑크,183,94,105,39,165,139,#B75E69,2025-11-25 13:45:42
A20251125134542126204,A_normal,liptint,노노어,002로지넛,162,90,86,36,158,144,#A25A56,2025-11-25 13:45:42
A20251125134542107007,A_normal,liptint,노노어,003퍼시몬코랄,190,84,81,38,171,152,#BE5451,2025-11-25 13:45:42
A20251125134542333300,A_normal,liptint,노노어,004선셋플레어,248,87,74,45,190,171,#F8574A,2025-11-25 13:45:42
A20251125134542173032,A_normal,liptint,노노어,005애프리콧쉬어,237,120,112,49,174,154,#ED7870,2025-11-25 13:45:42
A20251125134542893818,A_normal,liptint,노노어,006피치헤일로,239,144,152,53,165,140,#EF9098,2025-11-25 13:45:42
A20251125134542195139,A_normal,liptint,노노어,007페탈글림,240,154,179,55,163,129,#F09AB3,2025-11-25 13:45:42
A20251125134542150195,A_normal,liptint,노노어,008플럼어쏘트,239,118,158,49,178,130,#EF769E,2025-11-25 13:45:42
A20251125134542250081,A_normal,liptint,노노어,009포비루피,239,79,91,44,191,158,#EF4F5B,2025-11-25 13:45:42
A20251125134542154680,A_normal,liptint,라카,mini단독311누디링,200,130,115,47,155,148,#C88273,2025-11-25 13:45:42
A20251125134542150758,A_normal,liptint,라카,mini단독312쿨링,184,120,129,44,155,134,#B87881,2025-11-25 13:45:42
A20251125134542169329,A_normal,liptint,라카,mini단독313포지링,210,115,132,45,167,136,#D27384,2025-11-25 13:45:42
A20251125134542259160,A_normal,liptint,라카,mini단독314블러쉬링,178,95,109,38,163,136,#B25F6D,2025-11-25 13:45:42
A20251125134542158406,A_normal,liptint,라카,mini단독315베러링,194,99,104,41,167,144,#C26368,2025-11-25 13:45:43
A20251125134543892396,A_normal,liptint,라카,mini단독316모브링,191,115,113,43,159,143,#BF7371,2025-11-25 13:45:43
A20251125134543122199,A_normal,liptint,라카,mini단독317체리링,148,36,55,26,175,146,#942437,2025-11-25 13:45:43
A20251125134543199861,A_normal,liptint,라카,mini단독318레드링,158,70,56,31,165,155,#9E4638,2025-11-25 13:45:43
A20251125134543329141,A_normal,liptint,라카,mini단독319바인링,97,28,53,17,161,130,#611C35,2025-11-25 13:45:43
A20251125134543537668,A_normal,liptint,라카,mini단독320머드링,85,31,36,15,154,138,#551F24,2025-11-25 13:45:43
A20251125134543204826,A_normal,liptint,라카,NEW131크림차,221,129,109,48,163,155,#DD816D,2025-11-25 13:45:43
A20251125134543327723,A_normal,liptint,라카,NEW133썸머,198,114,138,44,164,130,#C6728A,2025-11-25 13:45:43
A20251125134543139427,A_normal,liptint,라카,NEW135히피,219,98,123,44,178,139,#DB627B,2025-11-25 13:45:43
A20251125134543143203,A_normal,liptint,라카,NEW136우롱,204,125,125,46,159,142,#CC7D7D,2025-11-25 13:45:43
A20251125134543242761,A_normal,liptint,라카,NEW137브리즈,193,108,135,42,165,129,#C16C87,2025-11-25 13:45:43
A20251125134543190339,A_normal,liptint,라카,NEW138파르페,202,100,83,42,168,157,#CA6453,2025-11-25 13:45:43
A20251125134543110092,A_normal,liptint,라카,NEW140스쿱,162,83,72,34,161,150,#A25348,2025-11-25 13:45:43
A20251125134543312989,A_normal,liptint,라카,NEW141콩포트,158,97,97,36,153,139,#9E6161,2025-11-25 13:45:43
A20251125134543325648,A_normal,liptint,라카,NEW142토피,159,100,91,37,152,144,#9F645B,2025-11-25 13:45:43
A20251125134543329907,A_normal,liptint,라카,NEW143브륄레,161,93,94,36,157,140,#A15D5E,2025-11-25 13:45:43
A20251125134543321657,A_normal,liptint,라카,NEW144피스타치오,144,98,82,35,146,145,#906252,2025-11-25 13:45:43
A20251125134543332000,A_normal,liptint,라카,NEW145구아바,176,90,98,37,164,140,#B05A62,2025-11-25 13:45:43
A20251125134543170362,A_normal,liptint,라카,NEW147커런트,174,74,106,35,172,131,#AE4A6A,2025-11-25 13:45:43
A20251125134543257556,A_normal,liptint,라카,NEW149빈즈,143,65,69,29,162,142,#8F4145,2025-11-25 13:45:43
A20251125134543292272,A_normal,liptint,라카,NEW150페퍼,165,67,63,32,169,152,#A5433F,2025-11-25 13:45:43
A20251125134543121621,A_normal,liptint,라카,NEW웜톤추천132롤리,223,122,122,48,168,146,#DF7A7A,2025-11-25 13:45:44
A20251125134544171427,A_normal,liptint,라카,NEW웜톤추천146카야딜,160,83,93,34,161,137,#A0535D,2025-11-25 13:45:44
A20251125134544281807,A_normal,liptint,라카,NEW쿨톤추천134피치스,215,111,135,45,171,135,#D76F87,2025-11-25 13:45:44
A20251125134544255899,A_normal,liptint,라카,NEW쿨톤추천139치팅,216,101,129,44,176,135,#D86581,2025-11-25 13:45:44
A20251125134544965563,A_normal,liptint,라카,NEW쿨톤추천148아사이,144,67,86,30,163,133,#904356,2025-11-25 13:45:44
A20251125134544161488,A_normal,liptint,라카,뉴트럴베스트122로지로즈,166,74,84,33,167,142,#A64A54,2025-11-25 13:45:44
A20251125134544255777,A_normal,liptint,라카,웜톤베스트101조이풀,234,128,134,50,170,144,#EA8086,2025-11-25 13:45:44
A20251125134544410383,A_normal,liptint,라카,웜톤베스트120카페인로즈,117,36,30,21,164,152,#75241E,2025-11-25 13:45:44
A20251125134544305741,A_normal,liptint,라카,쿨톤베스트102듀이,166,71,90,33,169,137,#A6475A,2025-11-25 13:45:44
A20251125134544108296,A_normal,liptint,라카,쿨톤베스트115엔비,133,34,53,23,171,142,#852235,2025-11-25 13:45:44
A20251125134544177273,A_normal,liptint,라카,103허밍,190,88,95,39,170,145,#BE585F,2025-11-25 13:45:44
A20251125134544190351,A_normal,liptint,라카,104체리,168,52,51,30,176,157,#A83433,2025-11-25 13:45:44
A20251125134544409434,A_normal,liptint,라카,105콜드,224,85,140,43,186,127,#E0558C,2025-11-25 13:45:44
A20251125134544250359,A_normal,liptint,라카,106쥬이시,216,68,113,39,189,137,#D84471,2025-11-25 13:45:44
A20251125134544665088,A_normal,liptint,라카,107슈가,214,140,117,50,155,153,#D68C75,2025-11-25 13:45:44
A20251125134544339908,A_normal,liptint,라카,108솔티,177,87,72,36,164,155,#B15748,2025-11-25 13:45:44
A20251125134544231659,A_normal,liptint,라카,109프레쉬,228,104,113,45,178,148,#E46871,2025-11-25 13:45:44
A20251125134544339581,A_normal,liptint,라카,110소다,233,100,171,47,186,116,#E964AB,2025-11-25 13:45:44
A20251125134544233597,A_normal,liptint,라카,111멜로우,190,90,108,39,170,138,#BE5A6C,2025-11-25 13:45:44
A20251125134544675344,A_normal,liptint,라카,112핑퐁,231,97,148,45,184,128,#E76194,2025-11-25 13:45:44
A20251125134544368299,A_normal,liptint,라카,113플레저,192,77,110,37,177,134,#C04D6E,2025-11-25 13:45:45
A20251125134545470021,A_normal,liptint,라카,114하모니,188,72,53,36,175,165,#BC4835,2025-11-25 13:45:45
A20251125134545204051,A_normal,liptint,라카,116캔디드,198,48,56,34,187,162,#C63038,2025-11-25 13:45:45
A20251125134545314158,A_normal,liptint,라카,117제타,176,77,57,35,168,160,#B04D39,2025-11-25 13:45:45
A20251125134545120349,A_normal,liptint,라카,118어도어,224,81,120,42,187,138,#E05178,2025-11-25 13:45:45
A20251125134545184577,A_normal,liptint,라카,119드리밍,253,103,141,49,188,138,#FD678D,2025-11-25 13:45:45
A20251125134545387991,A_normal,liptint,라카,121애쉬넛,118,74,64,27,146,142,#764A40,2025-11-25 13:45:45
A20251125134545237719,A_normal,liptint,라카,123언스윗베리,75,34,46,15,149,130,#4B222E,2025-11-25 13:45:45
A20251125134545166367,A_normal,liptint,라카,124마로,187,112,119,42,159,138,#BB7077,2025-11-25 13:45:45
A20251125134545196246,A_normal,liptint,라카,125망고,216,117,98,46,166,157,#D87562,2025-11-25 13:45:45
A20251125134545125451,A_normal,liptint,라카,301피그링,196,113,103,43,161,149,#C47167,2025-11-25 13:45:45
A20251125134545727238,A_normal,liptint,라카,302포도링,228,115,127,47,174,143,#E4737F,2025-11-25 13:45:45
A20251125134545244843,A_normal,liptint,라카,303복숭아링,230,122,123,48,171,147,#E67A7B,2025-11-25 13:45:45
A20251125134545461653,A_normal,liptint,라카,304진저링,234,143,114,52,161,159,#EA8F72,2025-11-25 13:45:45
A20251125134545259108,A_normal,liptint,라카,305귤링,228,126,87,48,166,167,#E47E57,2025-11-25 13:45:45
A20251125134545266348,A_normal,liptint,라카,306엔젤링,230,149,153,53,160,139,#E69599,2025-11-25 13:45:45
A20251125134545126182,A_normal,liptint,라카,307코코링,184,104,90,40,160,151,#B8685A,2025-11-25 13:45:45
A20251125134545167257,A_normal,liptint,라카,308로사링,193,109,100,42,161,148,#C16D64,2025-11-25 13:45:45
A20251125134545124007,A_normal,liptint,라카,309하트링,201,122,123,45,160,141,#C97A7B,2025-11-25 13:45:45
A20251125134545145573,A_normal,liptint,라카,310멜바링,230,117,100,48,172,159,#E67564,2025-11-25 13:45:45
A20251125134545621900,A_normal,liptint,롬앤,이나피17피치다운,191,108,101,42,161,147,#BF6C65,2025-11-25 13:45:46
A20251125134546243089,A_normal,liptint,롬앤,조앤프렌즈단품02로지엔탈,170,76,76,34,167,148,#AA4C4C,2025-11-25 13:45:46
A20251125134546103978,A_normal,liptint,롬앤,조앤프렌즈단품07쿨로즈업,166,71,83,33,169,141,#A64753,2025-11-25 13:45:46
A20251125134546170494,A_normal,liptint,롬앤,01인코랄,219,66,80,39,189,156,#DB4250,2025-11-25 13:45:46
A20251125134546135678,A_normal,liptint,롬앤,01포멜로코,189,92,79,39,167,155,#BD5C4F,2025-11-25 13:45:46
A20251125134546134406,A_normal,liptint,롬앤,02로지엔탈,169,76,75,34,167,148,#A94C4B,2025-11-25 13:45:46
A20251125134546512148,A_normal,liptint,롬앤,02솔티피치,207,96,78,42,172,160,#CF604E,2025-11-25 13:45:46
A20251125134546136206,A_normal,liptint,롬앤,03머스키,134,56,51,26,162,149,#863833,2025-11-25 13:45:46
A20251125134546187320,A_normal,liptint,롬앤,03이프로즈,189,73,73,36,176,154,#BD4949,2025-11-25 13:45:46
A20251125134546211322,A_normal,liptint,롬앤,04라드우드,114,60,55,24,152,142,#723C37,2025-11-25 13:45:46
A20251125134546120314,A_normal,liptint,롬앤,04칠리업,149,36,39,26,175,156,#952427,2025-11-25 13:45:46
A20251125134546112094,A_normal,liptint,롬앤,05비비캔디,215,76,112,40,185,139,#D74C70,2025-11-25 13:45:46
A20251125134546227406,A_normal,liptint,롬앤,05태피,230,48,97,39,198,147,#E63061,2025-11-25 13:45:46
A20251125134546247898,A_normal,liptint,롬앤,06모비쉬,166,87,98,36,162,137,#A65762,2025-11-25 13:45:46
A20251125134546104742,A_normal,liptint,롬앤,06툴리안,210,67,96,38,186,145,#D24360,2025-11-25 13:45:46
A20251125134546294720,A_normal,liptint,롬앤,07체리웨이,199,37,58,34,191,160,#C7253A,2025-11-25 13:45:46
A20251125134546151855,A_normal,liptint,롬앤,08베리디바인,119,28,56,21,169,135,#771C38,2025-11-25 13:45:46
A20251125134546266035,A_normal,liptint,롬앤,08커런트잼,147,64,72,29,164,141,#934048,2025-11-25 13:45:46
A20251125134546261354,A_normal,liptint,롬앤,09코랄쥬빌레,238,75,81,43,191,162,#EE4B51,2025-11-25 13:45:46
A20251125134546143149,A_normal,liptint,롬앤,09코튼멜바,243,108,98,48,180,161,#F36C62,2025-11-25 13:45:46
A20251125134546945036,A_normal,liptint,롬앤,10머머핑크,241,95,144,46,188,132,#F15F90,2025-11-25 13:45:47
A20251125134547177321,A_normal,liptint,롬앤,10퍼지레드,230,65,75,41,192,162,#E6414B,2025-11-25 13:45:47
A20251125134547193937,A_normal,liptint,롬앤,11라일락크림,221,107,150,46,177,127,#DD6B96,2025-11-25 13:45:47
A20251125134547132603,A_normal,liptint,롬앤,11푸시아바이브,229,62,84,40,193,156,#E53E54,2025-11-25 13:45:47
A20251125134547457029,A_normal,liptint,롬앤,12웜밍업,219,127,106,48,163,156,#DB7F6A,2025-11-25 13:45:47
A20251125134547155824,A_normal,liptint,롬앤,12캐니언,166,82,72,34,163,151,#A65248,2025-11-25 13:45:47
A20251125134547297866,A_normal,liptint,롬앤,13커스터드모브,169,81,89,35,165,141,#A95159,2025-11-25 13:45:47
A20251125134547296303,A_normal,liptint,롬앤,13쿨링업,230,120,133,48,172,141,#E67885,2025-11-25 13:45:47
A20251125134547328610,A_normal,liptint,롬앤,14언로즈,243,95,106,46,186,153,#F35F6A,2025-11-25 13:45:47
A20251125134547178524,A_normal,liptint,롬앤,15베리피즈,243,101,129,47,185,142,#F36581,2025-11-25 13:45:47
A20251125134547756906,A_normal,liptint,리스키,나르시서스,216,190,188,60,137,133,#D8BEBC,2025-11-25 13:45:47
A20251125134547248409,A_normal,liptint,리스키,매버릭,188,168,166,54,135,132,#BCA8A6,2025-11-25 13:45:47
A20251125134547253329,A_normal,liptint,리스키,머스,210,188,182,59,135,134,#D2BCB6,2025-11-25 13:45:47
A20251125134547305860,A_normal,liptint,리스키,몰리,217,182,183,59,141,132,#D9B6B7,2025-11-25 13:45:47
A20251125134547683897,A_normal,liptint,리스키,벨비,203,175,173,56,138,133,#CBAFAD,2025-11-25 13:45:47
A20251125134547331967,A_normal,liptint,리스키,시슬,189,165,168,53,137,130,#BDA5A8,2025-11-25 13:45:47
A20251125134547141960,A_normal,liptint,리스키,아마란스,185,152,155,50,141,131,#B9989B,2025-11-25 13:45:47
A20251125134547337238,A_normal,liptint,리스키,텐리,203,176,171,56,137,134,#CBB0AB,2025-11-25 13:45:47
A20251125134547306497,A_normal,liptint,리스키,피코크,156,144,153,46,134,125,#9C9099,2025-11-25 13:45:47
A20251125134547289663,A_normal,liptint,릴리바이레드,01바닐라빈크림인척,241,149,142,54,163,147,#F1958E,2025-11-25 13:45:47
A20251125134547461780,A_normal,liptint,릴리바이레드,02로즈커스터드인척,235,161,170,56,157,135,#EBA1AA,2025-11-25 13:45:47
A20251125134547101235,A_normal,liptint,릴리바이레드,03딸기베이비슈인척,234,154,189,55,162,123,#EA9ABD,2025-11-25 13:45:48
A20251125134548990861,A_normal,liptint,릴리바이레드,04복숭아푸딩인척,253,124,119,51,178,155,#FD7C77,2025-11-25 13:45:48
A20251125134548118709,A_normal,liptint,릴리바이레드,05꿀자몽크레페인척,252,141,151,54,172,142,#FC8D97,2025-11-25 13:45:48
A20251125134548288582,A_normal,liptint,릴리바이레드,06생체리토핑인척,246,99,155,48,189,128,#F6639B,2025-11-25 13:45:48
A20251125134548331477,A_normal,liptint,릴리바이레드,07믹스베리수플레인척,225,108,161,46,179,122,#E16CA1,2025-11-25 13:45:48
A20251125134548300091,A_normal,liptint,릴리바이레드,08카야버터인척,224,136,128,50,162,147,#E08880,2025-11-25 13:45:48
A20251125134548234024,A_normal,liptint,릴리바이레드,09무화과토스트인척,197,112,103,43,162,148,#C57067,2025-11-25 13:45:48
A20251125134548151015,A_normal,liptint,릴리바이레드,10무화과요거트인척,220,134,147,50,163,136,#DC8693,2025-11-25 13:45:48
A20251125134548728997,A_normal,liptint,릴리바이레드,11체리사과파르페인척,228,65,76,40,192,161,#E4414C,2025-11-25 13:45:48
A20251125134548246096,A_normal,liptint,릴리바이레드,12쁘띠사과쉬폰케익인척,213,92,85,42,176,157,#D55C55,2025-11-25 13:45:48
